OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
1334,2005,FORD,F350,Automobile,RED,,Thursday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/7/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"BRAMBLING WAY, DOWITCHER GROVE",West,5050141.25,Afternoon,David Hill,1800,1400,364181.6699,5012216.281
1335,2015,VOLKSWAGEN,TIGUAN,Suv,WHI,,Saturday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,8/7/2018 5:00:00 AM,8/4/2018 5:00:00 AM,2018,"AVENUE K, TREMBLAY RD",East,5050011.01,Night,Marty Carr,1800,500,371426.9113,5031305.5656
1336,1972,CHEVROLET,CHEVELLE,Automobile,GRN,,Thursday,N,Dunrobin,Ward 5 - West Carleton-March,Sector 11,8/7/2018 5:00:00 AM,8/2/2018 5:00:00 AM,2018,"DUNROBIN RD,WAYBURN AVE",West,5050160.09,Afternoon,Clarke Kelly,1500,1600,346928.7224,5026573.916
1337,2004,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,RED,,Wednesday,Y,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,8/8/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"INNES RD, BEARBROOK RD, GLEN PARK DR E",East,5050125.02,Morning,Laura Dudas,600,600,377997.4498,5032843.0659
1338,2017,LEXUS,,Suv,GRY,50000,Thursday,N,Ottawa East,Ward 17 - Capital,Sector 22,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"CONCORD ST, HAVELOCK ST",Central,5050015.00,Morning,Shawn Menard,600,600,369113.9038,5030945.5666
1339,2016,LEXUS,,Suv,BRNGLD,50000,Wednesday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/9/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"AUGUSTA ST, STEWART ST",Central,5050052.00,Evening,Stéphanie Plante,800,2300,369135.4497,5032511.0343
1340,2016,LEXUS,,Suv,BLK,,Thursday,N,Centretown,Ward 14 - Somerset,Sector 23,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"LEWIS ST, ROBERT ST",Central,5050049.00,Night,Ariel Troster,1400,200,368700.9807,5031270.2677
1341,,,,Other,DBL,,Wednesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/9/2018 5:00:00 AM,8/8/2018 5:00:00 AM,2018,"CHARLOTTE ST, TORMEY ST, BRIGADIER PRIV",Central,5050053.00,Evening,Stéphanie Plante,800,1800,369210.7709,5032905.2753
1342,2016,"HONDA/AMERICAN HONDA MOTOR CO.,",ODYSSEY(MINIVAN),Van,BLK,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/9/2018 5:00:00 AM,8/9/2018 5:00:00 AM,2018,"KELLY FARM DR, FINDLAY CREEK DR",East,5050126.07,Night,Steve Desroches,400,400,375341.7392,5020050.5502
1343,2011,"BOBCAT SKID STEER LOADER (FOR REFERENCE ONLY, SEE ",,Automobile,WHIBLK,,Tuesday,N,Manotick West,Ward 21 - Rideau-Jock,Sector 12,8/10/2018 5:00:00 AM,8/7/2018 5:00:00 AM,2018,"COLONY HEIGHTS RD, WHITEWOOD AVE",West,5050201.00,Afternoon,David Brown,1100,1700,368361.8933,5009840.3922
1344,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",SIENNA (VAN),Van,GRY,28000,Wednesday,N,Britannia Village,Ward 7 - Bay,Sector 14,8/10/2018 5:00:00 AM,8/1/2018 5:00:00 AM,2018,"CROYDON AVE, STARFLOWER LANE",West,5050030.00,Afternoon,Theresa Kavanagh,900,1400,360450.871,5025361.5199
1345,2006,CHEVROLET,IMPALA,Automobile,GRY,,Saturday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"BESSERER ST, KING EDWARD AVE",Central,5050053.00,Evening,Stéphanie Plante,200,2100,368552.594,5032339.2973
1346,2000,DODGE,CARAVAN,Automobile,BRN,,Saturday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"KEYS WAY, TOPLEY CRES W",East,5050001.08,Night,Jessica Bradley,300,300,373868.9299,5026456.5253
1347,2013,FORD,EXPLORER,Suv,BLK,,Saturday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/11/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"LAURIER AVE, TRANSITWAY, WALLER ST SOUTH",Central,5050050.00,Morning,Stéphanie Plante,1100,700,368454.4658,5031857.9465
1348,2009,SUBARU,IMPREZA,Automobile,SIL,7000,Friday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/11/2018 5:00:00 AM,8/10/2018 5:00:00 AM,2018,"ROYAL AVE, WORKMAN AVE",Central,5050045.02,Evening,Jeff Leiper,800,2200,362994.8827,5028572.5491
1349,2016,BMW,,Automobile,SIL,,Saturday,Y,Barrhaven,Ward 3 - Barrhaven West,Sector 16,8/12/2018 5:00:00 AM,8/11/2018 5:00:00 AM,2018,"FABLE ST, WHELAN DR",West,5050140.07,Morning,David Hill,1900,1100,362582.8715,5015422.4344
1350,2002,FORD,RANGER,Truck,BLK,,Sunday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,8/13/2018 5:00:00 AM,8/12/2018 5:00:00 AM,2018,"LOCHELAND CRES W, NEW DEIGHTON CRES",West,5050141.18,Evening,Wilson Lo,700,2200,365900.8928,5016534.4483
1351,2004,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,LGR,,Sunday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/14/2018 5:00:00 AM,8/5/2018 5:00:00 AM,2018,"DESROSIERS, RUE ST, ST. PAUL ST",Central,5050101.00,Afternoon,Stéphanie Plante,1700,1700,370033.9017,5033135.5842
1352,2019,HYUNDAI,SONATA,Automobile,BGE,,Tuesday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,8/14/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"SPRUCE MEADOWS DR, STEEPLE CHASE DR",West,5050161.04,Evening,Allan Hubley,1900,1900,355126.8268,5017143.4463
1353,2012,NISSAN,VERSA,Automobile,GRY,,Monday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/14/2018 5:00:00 AM,8/13/2018 5:00:00 AM,2018,"MARIELLE CRT, RICHMOND RD",West,5050029.00,Evening,Theresa Kavanagh,1500,1900,359944.8711,5024258.0077
1354,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Truck,,70000,Thursday,Y,Emerald Woods - Sawmill Creek,Ward 10 - Gloucester-Southgate,Sector 35,8/14/2018 5:00:00 AM,3/1/2018 5:00:00 AM,2018,"ALBION RD, DES MESANGES DR",East,5050123.01,Afternoon,Jessica Bradley,1800,1200,371989.9249,5024018.5096
1355,,FORD,FOCUS,Automobile,BLK,,Wednesday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/15/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"ARGYLE AVE E, METCALFE ST",Central,5050037.02,Afternoon,Ariel Troster,1300,1300,368442.9019,5030640.5647
1356,,,,Other,BLK,3695,Tuesday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,8/15/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"HOLLAND AVE, SCOTT ST, TUNNEY'S PASTURE",Central,5050045.01,Morning,Jeff Leiper,1700,900,364736.2691,5029598.2016
1357,2016,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLU,62000,Thursday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"BEN ST, COTE ST",Central,5050061.00,Morning,Rawlson King,1200,1000,371535.9075,5033193.5823
1358,,,,Other,SIL,,Wednesday,N,Bells Corners West,Ward 8 - College,Sector 15,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"FITZGERALD RD,MENTEN PL,MOODIE DR",West,5050136.02,Afternoon,Laine Johnson,200,1300,356919.8455,5020812.4789
1359,,,,Motorcycle,BLKSIL,,Thursday,N,West Centertown,Ward 14 - Somerset,Sector 22,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"ARLINGTON AVE, LEBRETON ST",Central,5050042.00,,Ariel Troster,1100,,366931.8972,5029745.5578
1360,2009,PONTIAC,VIBE,Automobile,BLK,4000,Thursday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/16/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"125 E OF ELMLEA GT, OGILVIE RD",East,5050121.02,Morning,Tim Tierney,1000,800,375085.8881,5033540.1057
1361,2017,LEXUS,,Suv,WHI,,Wednesday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"BRIAR HILL DR, FEATHERSTON DR",East,5050007.03,Evening,Marty Carr,900,2300,371453.9183,5027363.5351
1362,2018,LEXUS,,Automobile,BLK,68000,Wednesday,N,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"BLOHM DR, KARSH DR E",East,5050001.07,Evening,Jessica Bradley,900,2300,374298.9328,5026049.5223
1363,,,,Other,,21000,Wednesday,N,Ottawa South,Ward 17 - Capital,Sector 22,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"RIVERDALE AVE, SUNNYSIDE AVE",Central,5050016.00,Evening,Shawn Menard,800,2000,369074.7776,5028786.107
1364,2011,GENERAL MOTORS CORP.,SAVANNA VAN,Van,WHI,,Wednesday,N,West Centertown,Ward 14 - Somerset,Sector 22,8/16/2018 5:00:00 AM,8/15/2018 5:00:00 AM,2018,"CHAMPAGNE AVE, ELM ST W",Central,5050041.00,Afternoon,Ariel Troster,800,1500,366024.8933,5030178.5629
1365,2006,MITSUBISHI,ECLIPSE,Automobile,GRY,,Friday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,8/17/2018 5:00:00 AM,8/17/2018 5:00:00 AM,2018,"CAMPEAU DR, TERRY FOX DR",West,5050160.15,Evening,Cathy Curry,200,2000,350454.2296,5019012.2123
1366,2007,MAZDA,MAZDA 3,Automobile,BLK,,Thursday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,8/17/2018 5:00:00 AM,8/16/2018 5:00:00 AM,2018,"FORWARD AVE, LYNDALE AVE",Central,5050046.00,Evening,Jeff Leiper,1000,2300,364940.0704,5029959.0759
1367,1992,,,Motorcycle,,,Tuesday,N,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,8/17/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"FERGUSON ST, GAGE CRES",West,5050023.01,Afternoon,Laine Johnson,1300,1200,363408.0576,5024393.5681
1368,2003,BUICK,CENTURY,Automobile,BRN,5000,Saturday,Y,Civic Hospital-Central Park,Ward 16 - River,Sector 21,8/18/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"FESTIVE PRIV, FESTIVE PRIV, FESTIVE PRIV",Central,5050023.02,Afternoon,Riley Brockington,1600,1400,364871.9582,5025988.5095
1369,2016,CHEVROLET,TRAVERSE,Suv,BLU,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"WEST VILLAGE PRIV N, BANK NOTE PRIV",Central,5050045.02,Evening,Jeff Leiper,1100,2300,363741.1095,5028914.5981
1370,2001,SUBARU,LEGACY,Automobile,GRN,,Saturday,Y,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"PUTMAN AVE, SPRINGFIELD RD",Central,5050058.00,Evening,Rawlson King,1400,1800,369186.8969,5033908.5932
1371,2016,VOLKSWAGEN,JETTA,Automobile,WHI,,Saturday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,8/19/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"COBOURG ST, DALY AVE",Central,5050052.00,Evening,Stéphanie Plante,1000,2000,369213.9007,5032649.5814
1372,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",SIENNA (VAN),Automobile,GRY,,Sunday,Y,Hunt Club Woods - Quintarra - Revelstoke,Ward 16 - River,Sector 35,8/20/2018 5:00:00 AM,8/19/2018 5:00:00 AM,2018,"SOUTHMORE DR, WALKLEY RD",East,5050002.01,Evening,Riley Brockington,600,2100,369710.9125,5025573.5226
1373,2015,JEEP (1989 AND AFTER),CHEROKEE,Automobile,RED,,Tuesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/20/2018 5:00:00 AM,8/14/2018 5:00:00 AM,2018,"FRANCES ST, PRINCE ALBERT ST",Central,5050012.00,Night,Rawlson King,500,500,371546.6722,5032018.8515
1374,2017,LEXUS,RX300,Truck,GRY,73000,Sunday,N,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,8/20/2018 5:00:00 AM,8/19/2018 5:00:00 AM,2018,"STANLEY AVE, UNION ST",Central,5050058.00,Evening,Rawlson King,900,2000,368134.9696,5033740.8896
1375,2017,LEXUS,,Automobile,GRY,43000,Sunday,N,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,8/20/2018 5:00:00 AM,8/19/2018 5:00:00 AM,2018,"AMBERWOOD CRES, FIFESHIRE CRES N",West,5050130.01,Evening,Sean Devine,700,2300,367195.9028,5020732.4846
1376,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Sunday,N,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,8/20/2018 5:00:00 AM,8/19/2018 5:00:00 AM,2018,"BERTRAND ST, IVY CRES W",Central,5050057.00,Evening,Rawlson King,800,2200,368953.8969,5033810.5932
1377,1998,DODGE,,Automobile,SIL,1000,Tuesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,8/21/2018 5:00:00 AM,8/21/2018 5:00:00 AM,2018,LAGAN WAY: SHORE ST,East,5050011.01,Night,Marty Carr,1800,200,372938.0514,5030711.3141
1378,2007,ACURA,MDX,Automobile,GRN,,Monday,N,Dunrobin,Ward 5 - West Carleton-March,Sector 11,8/21/2018 5:00:00 AM,8/20/2018 5:00:00 AM,2018,"CASEY CREEK LANE, PORCUPINE TR",West,5050302.00,Evening,Clarke Kelly,1100,2200,341701.1696,5031634.2983
1379,2018,GENERAL MOTORS CORP.,SIERRA,Truck,WHI,55000,Wednesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/21/2018 5:00:00 AM,7/4/2018 5:00:00 AM,2018,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1000,1600,371523.9113,5031640.5684
1380,2018,GENERAL MOTORS CORP.,SIERRA,Truck,WHIONG,,Monday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,8/21/2018 5:00:00 AM,7/9/2018 5:00:00 AM,2018,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1000,1300,371523.9113,5031640.5684
1381,2012,FORD,SPECIAL,Automobile,WHI,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/22/2018 5:00:00 AM,8/22/2018 5:00:00 AM,2018,"BEVINGTON WALK, FAIRLAKES WAY",East,5050171.11,Night,Catherine Kitts,0,0,384777.2581,5034267.0365
1382,2005,HYUNDAI,,Automobile,SIL,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/22/2018 5:00:00 AM,8/13/2018 5:00:00 AM,2018,"GLADSTONE AVE, KENT ST",Central,5050039.00,Afternoon,Ariel Troster,1100,1200,367747.1483,5030459.9105
1383,2013,MAZDA,MAZDA 3,Automobile,GRY,,Monday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/22/2018 5:00:00 AM,8/20/2018 5:00:00 AM,2018,"CAHILL DR, SOUTHGATE RD",East,5050001.04,Evening,Jessica Bradley,900,2100,371432.3168,5024419.1608
1384,,,,Other,,,Friday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,8/23/2018 5:00:00 AM,8/17/2018 5:00:00 AM,2018,"HAWTHORNE RD, SOMME ST",East,5050126.04,Afternoon,George Darouze,900,1700,378827.8617,5018449.4985
1385,2015,FORD,SPECIAL,Automobile,RED,,Wednesday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/23/2018 5:00:00 AM,8/22/2018 5:00:00 AM,2018,"CANTIN ST, ST. DENIS ST",Central,5050103.00,Evening,Stéphanie Plante,1300,2300,370944.9035,5033850.5891
1386,2006,,,Trailer,WHI,,Wednesday,N,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,8/23/2018 5:00:00 AM,8/22/2018 5:00:00 AM,2018,"MERIVALE RD, WEST HUNT CLUB RD",West,5050130.01,Evening,Sean Devine,800,1900,365612.895,5021941.4932
1387,2010,SUBARU,FORRESTER,Automobile,WHI,20000,Wednesday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,8/23/2018 5:00:00 AM,8/22/2018 5:00:00 AM,2018,"HUNTRIDGE PRIV, PIGEON TER",East,5050002.02,Afternoon,Riley Brockington,200,1700,370131.9165,5023822.5089
1388,2017,LEXUS,RX300,Automobile,BLU,50000,Thursday,N,Tanglewood,Ward 8 - College,Sector 17,8/24/2018 5:00:00 AM,8/23/2018 5:00:00 AM,2018,"GLENMANOR DR E, VIEWMOUNT DR E",West,5050134.00,Evening,Laine Johnson,700,2100,365107.8921,5022899.5012
1389,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,WHI,,Thursday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,8/24/2018 5:00:00 AM,8/23/2018 5:00:00 AM,2018,"CARRIAGE HILL PL, CARRIAGE HILL PL",East,5050123.03,Evening,Jessica Bradley,500,2300,372867.6609,5024312.4838
1390,2010,DODGE,RAM 1500 PU,Truck,SIL,18000,Friday,Y,Navan - Carlsbad Springs,Ward 19 - Orléans South-Navan,Sector 37,8/24/2018 5:00:00 AM,8/24/2018 5:00:00 AM,2018,"BARNWELL CRES, DELSON DR E",East,5050171.03,Morning,Catherine Kitts,1800,600,389628.1084,5031368.8564
1391,1998,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,GRN,,Saturday,N,Greenbelt - Mer Bleue,Ward 19 - Orléans South-Navan,Sector 31,8/24/2018 5:00:00 AM,8/18/2018 5:00:00 AM,2018,"BLACKBURN HAMLET BYPS, INNES RD",East,5050125.03,Night,Catherine Kitts,1500,100,377183.9325,5032159.5571
1392,2016,LEXUS,RX300,Truck,RED,45000,Thursday,N,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,8/24/2018 5:00:00 AM,8/23/2018 5:00:00 AM,2018,"RAHUL CRES W, KOCHAR DR",West,5050020.02,Evening,Riley Brockington,700,2100,367722.3638,5024828.0556
1393,2015,HYUNDAI,,Automobile,GRY,18000,Saturday,Y,Briar Green - Leslie Park,Ward 8 - College,Sector 15,8/25/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"CEDAR GROVE CRT, MEADOWBANK DR",West,5050137.04,,Laine Johnson,900,,361588.3386,5022553.9883
1394,2006,HYUNDAI,TUCSON,Automobile,BLK,,Saturday,Y,Centretown,Ward 14 - Somerset,Sector 23,8/25/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"GLADSTONE AVE, LYON ST N  ",Central,5050039.00,Afternoon,Ariel Troster,1800,1600,367584.7282,5030361.0675
1395,2003,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,BGE,1000,Friday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/25/2018 5:00:00 AM,8/24/2018 5:00:00 AM,2018,"ALENMEDE CRES S, BARWELL AVE S",West,5050028.00,Afternoon,Theresa Kavanagh,800,1500,359819.613,5023239.6959
1396,2012,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BLK,,Saturday,Y,West Centertown,Ward 14 - Somerset,Sector 22,8/25/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"GLADSTONE AVE, CAMBRIDGE ST E",Central,5050042.00,Afternoon,Ariel Troster,1700,1700,367068.0285,5030035.149
1397,2010,FORD,,Automobile,BLK,10000,Friday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,8/25/2018 5:00:00 AM,8/24/2018 5:00:00 AM,2018,"GRENON AVE, RICHMOND RD",West,5050029.00,Evening,Theresa Kavanagh,800,2000,359806.8662,5024032.5081
1398,2015,GENERAL MOTORS CORP.,TERRAIN,Truck,GRY,30000,Saturday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,8/25/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"BANK ST, HUNT CLUB RD",East,5050001.04,Morning,Jessica Bradley,900,900,371608.9231,5024095.5107
1399,,,,Trailer,,500,Saturday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,8/25/2018 5:00:00 AM,7/7/2018 5:00:00 AM,2018,"MCKEOWN FARM RD, YORKS CORNERS RD",East,5050190.01,Afternoon,George Darouze,1100,1500,388977.0136,5012890.4151
1400,2014,KAWASAKI MOTORS CORP. / SNOJET,,Motorcycle,BLKGRY,140000,Saturday,N,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,8/26/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"HARMON WAY, PICKFORD DR",West,5050160.04,Evening,Allan Hubley,900,2100,352863.814,5018479.4594
1401,1998,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,BRN,,Sunday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,8/26/2018 5:00:00 AM,8/26/2018 5:00:00 AM,2018,"ROYAL AVE, WORKMAN AVE",Central,5050045.02,Morning,Jeff Leiper,1700,1000,362994.8827,5028572.5491
1402,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,SIL,,Saturday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,8/26/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"LANDRY ST, ST. CHARLES ST",Central,5050104.00,Evening,Stéphanie Plante,900,2300,369719.8998,5033515.5891
1403,2015,INFINITI,,Automobile,BLK,,Sunday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,8/26/2018 5:00:00 AM,8/26/2018 5:00:00 AM,2018,"NORANDA AVE, ST. LAURENT BLVD",Central,5050061.00,Evening,Rawlson King,200,2100,371639.9927,5033582.7795
1404,2008,CHEVROLET,,Automobile,GRY,,Sunday,Y,Britannia Village,Ward 7 - Bay,Sector 14,8/26/2018 5:00:00 AM,8/26/2018 5:00:00 AM,2018,"RIGA PRIV, RITCHIE ST",West,5050029.00,Night,Theresa Kavanagh,100,100,359555.6832,5024437.9211
1405,2016,LEXUS,RX300,Automobile,BLK,,Monday,Y,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,8/27/2018 5:00:00 AM,8/27/2018 5:00:00 AM,2018,"BURLINGTON CRES E, HUNTERSFIELD DR E",East,5050001.06,Night,Jessica Bradley,200,200,373452.9299,5025349.5183
1406,2017,LEXUS,RX300,Suv,WHI,,Sunday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,8/27/2018 5:00:00 AM,8/26/2018 5:00:00 AM,2018,"BRANTHAVEN ST, MUIRLAND AVE",East,5050171.11,Evening,Catherine Kitts,1000,2300,384992.7552,5035017.7049
1407,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Monday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,8/27/2018 5:00:00 AM,8/27/2018 5:00:00 AM,2018,"BORTOLOTTI CRES, BRADSHAW CRES N",East,5050122.02,Night,Tim Tierney,800,100,374461.9217,5031909.5643
1408,2004,,,Snowmobile,BLKYEL,,Friday,Y,Navan - Carlsbad Springs,Ward 20 - Osgoode,Sector 37,8/28/2018 5:00:00 AM,8/24/2018 5:00:00 AM,2018,"MILTON RD, SMITH RD",East,5050171.03,Evening,George Darouze,1100,2000,387572.9885,5031061.5109
1409,2006,NISSAN,XTRAIL,Automobile,BLK,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 17 - Capital,Sector 33,8/28/2018 5:00:00 AM,8/28/2018 5:00:00 AM,2018,"HINCKS LANE E, RIVERSIDE DR",East,5050011.03,Evening,Shawn Menard,1900,1900,370267.9095,5030198.5587
1410,2003,DODGE,RAM CHARGER,Truck,GRY,,Saturday,N,Navan - Carlsbad Springs,Ward 19 - Orléans South-Navan,Sector 37,8/28/2018 5:00:00 AM,8/25/2018 5:00:00 AM,2018,"RUSSELL RD, SAND RD",East,5050171.03,Evening,Catherine Kitts,1000,1800,391108.0277,5025919.4758
1411,2010,SUBARU,FORRESTER,Automobile,WHI,,Tuesday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,8/28/2018 5:00:00 AM,8/28/2018 5:00:00 AM,2018,"HUNTRIDGE PRIV, PIGEON TER",East,5050002.02,Afternoon,Riley Brockington,1300,1300,370131.9165,5023822.5089
1412,2004,GENERAL MOTORS CORP.,YUKON,Automobile,GRY,,Tuesday,Y,Britannia Village,Ward 7 - Bay,Sector 14,8/28/2018 5:00:00 AM,8/28/2018 5:00:00 AM,2018,"DON ST,GREENVIEW AVE",West,5050029.00,Evening,Theresa Kavanagh,1900,1900,359816.6215,5025000.4216
1413,2014,,,Trailer,SIL,2500,Tuesday,N,North Gower,Ward 21 - Rideau-Jock,Sector 12,8/29/2018 5:00:00 AM,8/28/2018 5:00:00 AM,2018,"LOCKHEAD RD, THIRD LINE RD N",West,5050200.02,Afternoon,David Brown,1100,1200,369544.8686,4998927.289
1414,2018,,,Motor Home,WHIBRN,,Tuesday,Y,Vars,Ward 20 - Osgoode,Sector 37,8/29/2018 5:00:00 AM,8/28/2018 5:00:00 AM,2018,"ROCKDALE RD, RUSSLAND RD, HIGHWAY LANE",East,5050171.03,Evening,George Darouze,1000,2000,395331.0669,5022983.4451
1415,,CASE / J.I. CASE/ CONSTRUCTION KING /CASE-GENERAL ,,Other,YEL,,Friday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,8/29/2018 5:00:00 AM,8/17/2018 5:00:00 AM,2018,"KINGSDALE AVE, FIRST (1ST) ST",East,5050123.04,Afternoon,Jessica Bradley,1500,1700,372643.2979,5023122.7569
